"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"4683.115000007092","consent_form.html","external-html","0","4756","0.0-0.0","","","","","",""
"46710.270000010496","instructions.html","external-html","1","51545","0.0-1.0","","","","","",""
"4888.074999995297","","survey-text","2","56441","0.0-2.0","{""Q0"":""English""}","","","","",""
"8121.335000003455","","html-button-response","3","64565","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2322.9799999971874","","audio-button-response","4","66891","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1242.0549999951618","","html-button-response","5","68135","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","68136","0.0-6.0","","","","","",""
"","","call-function","7","68136","0.0-7.0","","","","","",""
"1782.4800000089454","","audio-button-response","8","69920","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"1022.2050000011222","","html-button-response","9","70944","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"6857.98000000068","","survey-text","10","77805","0.0-10.0","{""Q0"":""5e641cd41ac46405046f34c4""}","","","","",""
"","","survey-text","10","77805","0.0-10.0","","","","","7",""
"1181.140000000596","","html-button-response","11","78988","0.0-11.0","","<p>Press continue to start the experiment!</p>","0","","",""
"","","call-function","12","78989","0.0-12.0","","stimulus/rr/rrrr_13.wav,stimulus/mp/phrase_mix_12.wav,stimulus/an/ANAN_13.wav,stimulus/rr/rrrr_10.wav,stimulus/probes/rrrr_17.wav,stimulus/rr/rrrr_11.wav,stimulus/an/ANAN_12.wav,stimulus/an/ANAN_11.wav,stimulus/an/ANAN_10.wav,stimulus/mp/phrase_mix_10.wav,stimulus/probes/ANAN_89.wav,stimulus/mp/phrase_mix_11.wav,stimulus/rr/rrrr_12.wav,stimulus/mp/phrase_mix_13.wav","","","",""
"","","call-function","12","78989","0.0-12.0","","","","","",""
"null","","audio-button-response","13","95632","0.0-13.0","","stimulus/rr/rrrr_13.wav","null","","",""
"4015.755000000354","","html-keyboard-response","14","99652","0.0-14.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","15","99908","0.0-15.0","","<html></html>","null","","",""
"null","","audio-button-response","16","116548","0.0-16.0","","stimulus/mp/phrase_mix_12.wav","null","","",""
"7401.644999990822","","html-keyboard-response","17","123952","0.0-17.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","18","124216","0.0-18.0","","<html></html>","null","","",""
"null","","audio-button-response","19","140848","0.0-19.0","","stimulus/an/ANAN_13.wav","null","","",""
"2148.684999992838","","html-keyboard-response","20","142999","0.0-20.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","21","143254","0.0-21.0","","<html></html>","null","","",""
"null","","audio-button-response","22","159888","0.0-22.0","","stimulus/rr/rrrr_10.wav","null","","",""
"4004.4699999998556","","html-keyboard-response","23","163894","0.0-23.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","24","164155","0.0-24.0","","<html></html>","null","","",""
"null","","audio-button-response","25","180788","0.0-25.0","","stimulus/probes/rrrr_17.wav","null","","",""
"6265.370000008261","","html-keyboard-response","26","187055","0.0-26.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","27","187315","0.0-27.0","","<html></html>","null","","",""
"null","","audio-button-response","28","203957","0.0-28.0","","stimulus/rr/rrrr_11.wav","null","","",""
"1871.3300000090385","","html-keyboard-response","29","205830","0.0-29.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","30","206095","0.0-30.0","","<html></html>","null","","",""
"null","","audio-button-response","31","222731","0.0-31.0","","stimulus/an/ANAN_12.wav","null","","",""
"10026.35499999451","","html-keyboard-response","32","232759","0.0-32.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","33","233024","0.0-33.0","","<html></html>","null","","",""
"null","","audio-button-response","34","249657","0.0-34.0","","stimulus/an/ANAN_11.wav","null","","",""
"1459.4300000026124","","html-keyboard-response","35","251118","0.0-35.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","36","251375","0.0-36.0","","<html></html>","null","","",""
"null","","audio-button-response","37","268018","0.0-37.0","","stimulus/an/ANAN_10.wav","null","","",""
"1202.6400000031572","","html-keyboard-response","38","269222","0.0-38.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","39","269475","0.0-39.0","","<html></html>","null","","",""
"null","","audio-button-response","40","286116","0.0-40.0","","stimulus/mp/phrase_mix_10.wav","null","","",""
"1496.4599999948405","","html-keyboard-response","41","287614","0.0-41.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","42","287885","0.0-42.0","","<html></html>","null","","",""
"null","","audio-button-response","43","304516","0.0-43.0","","stimulus/probes/ANAN_89.wav","null","","",""
"4848.635000002105","","html-keyboard-response","44","309367","0.0-44.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","45","309634","0.0-45.0","","<html></html>","null","","",""
"null","","audio-button-response","46","326267","0.0-46.0","","stimulus/mp/phrase_mix_11.wav","null","","",""
"3553.025000001071","","html-keyboard-response","47","329822","0.0-47.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","48","330094","0.0-48.0","","<html></html>","null","","",""
"null","","audio-button-response","49","346736","0.0-49.0","","stimulus/rr/rrrr_12.wav","null","","",""
"1163.7049999990268","","html-keyboard-response","50","347901","0.0-50.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","51","348163","0.0-51.0","","<html></html>","null","","",""
"null","","audio-button-response","52","364797","0.0-52.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"2079.1899999894667","","html-keyboard-response","54","366877","0.0-53.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"2329.890000008163","","html-button-response","55","369209","0.0-54.0","","<p>We will now ask you some additional questions.</p>","0","","",""
"10898.48499999789","","html-keyboard-response","56","380108","0.0-55.0","","<p>In the <b>last stream of words</b> you hear any <b>two-word</b> phrases?","","","","89"
"47165.05500000494","","survey-text","57","427303","0.0-56.0","{""Q0"":""gold lamp, his wife, soft room, fetch this, chew that""}","","","","",""
"37505.57999999728","","survey-text","58","464811","0.0-57.0","{""Q0"":""rough man thin wife, sad man sly car, soft with this fact""}","","","","",""
"189704.28999999422","","survey-text","59","654519","0.0-58.0","{""Q0"":""I could recognise when a phrase occurred however I found I struggled to remember phrases when prompted. ""}","","","","",""
