"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"25137.974999845028","consent_form.html","external-html","0","25159","0.0-0.0","","","","","",""
"52803.0199999921","instructions.html","external-html","1","78029","0.0-1.0","","","","","",""
"3703.6550000775605","","survey-text","2","81737","0.0-2.0","{""Q0"":""English""}","","","","",""
"6817.7499999292195","","html-button-response","3","88556","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2416.7850001249462","","audio-button-response","4","90975","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1541.749999858439","","html-button-response","5","92518","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","92518","0.0-6.0","","","","","",""
"","","call-function","7","92519","0.0-7.0","","","","","",""
"2516.0000000614673","","audio-button-response","8","95036","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"807.7450001146644","","html-button-response","9","95844","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"13116.135000018403","","survey-text","10","108963","0.0-10.0","{""Q0"":""5dd00a0fb043890f59a29aae""}","","","","",""
"","","survey-text","10","108963","0.0-10.0","","","","","10",""
"6315.754999872297","","html-button-response","11","115280","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","115783","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","115784","0.0-13.0","","stimulus/rr/rrrr_10.wav,stimulus/mp/phrase_mix_11.wav,stimulus/mp/phrase_mix_13.wav,stimulus/rr/rrrr_13.wav,stimulus/probes/ANAN_89.wav,stimulus/an/ANAN_13.wav,stimulus/mp/phrase_mix_10.wav,stimulus/mp/phrase_mix_12.wav,stimulus/an/ANAN_12.wav,stimulus/an/ANAN_11.wav,stimulus/probes/phrase_mix_38.wav,stimulus/an/ANAN_10.wav,stimulus/rr/rrrr_11.wav,stimulus/rr/rrrr_12.wav","","","",""
"","","call-function","13","115784","0.0-13.0","","","","","",""
"null","","audio-button-response","14","132422","0.0-14.0","","stimulus/rr/rrrr_10.wav","null","","",""
"8022.690000012517","","html-keyboard-response","15","140447","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","16","140698","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","157332","0.0-17.0","","stimulus/mp/phrase_mix_11.wav","null","","",""
"685.6100000441074","","html-keyboard-response","18","158019","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","19","158270","0.0-19.0","","<html></html>","null","","",""
