"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"41199.34999989346","consent_form.html","external-html","0","41231","0.0-0.0","","","","","",""
"111835.48000012524","instructions.html","external-html","1","153142","0.0-1.0","","","","","",""
"5665.240000002086","","survey-text","2","158814","0.0-2.0","{""Q0"":""English""}","","","","",""
"10871.810000156984","","html-button-response","3","169688","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"4198.16999998875","","audio-button-response","4","173890","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1473.6700002104044","","html-button-response","5","175365","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","175367","0.0-6.0","","","","","",""
"","","call-function","7","175367","0.0-7.0","","","","","",""
"2521.100000012666","","audio-button-response","8","177890","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"986.0500001814216","","html-button-response","9","178877","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"3140.8700000029057","","survey-text","10","182021","0.0-10.0","{""Q0"":""5d5a5ead69a0410018ab3e72""}","","","","",""
"","","survey-text","10","182022","0.0-10.0","","","","","11",""
"2569.9400000739843","","html-button-response","11","184593","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","185097","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","185099","0.0-13.0","","stimulus/an/ANAN_13.wav,stimulus/mp/phrase_mix_13.wav,stimulus/an/ANAN_11.wav,stimulus/rr/rrrr_12.wav,stimulus/probes/rrrr_17.wav,stimulus/an/ANAN_12.wav,stimulus/rr/rrrr_11.wav,stimulus/an/ANAN_10.wav,stimulus/mp/phrase_mix_10.wav,stimulus/mp/phrase_mix_12.wav,stimulus/probes/ANAN_89.wav,stimulus/rr/rrrr_10.wav,stimulus/mp/phrase_mix_11.wav,stimulus/rr/rrrr_13.wav","","","",""
"","","call-function","13","185100","0.0-13.0","","","","","",""
"null","","audio-button-response","14","201736","0.0-14.0","","stimulus/an/ANAN_13.wav","null","","",""
"2316.2000000011176","","html-keyboard-response","15","204058","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","16","204312","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","220955","0.0-17.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"1550.5649999249727","","html-keyboard-response","18","222508","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","19","222761","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","239395","0.0-20.0","","stimulus/an/ANAN_11.wav","null","","",""
"3680.0800000783056","","html-keyboard-response","21","243078","0.0-21.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","22","243331","0.0-22.0","","<html></html>","null","","",""
"null","","audio-button-response","23","259964","0.0-23.0","","stimulus/rr/rrrr_12.wav","null","","",""
"1422.9249998461455","","html-keyboard-response","24","261389","0.0-24.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","25","261642","0.0-25.0","","<html></html>","null","","",""
"null","","audio-button-response","26","278284","0.0-26.0","","stimulus/probes/rrrr_17.wav","null","","",""
