"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"272691.9600000256","consent_form.html","external-html","0","272735","0.0-0.0","","","","","",""
"306645.09999996517","instructions.html","external-html","1","579478","0.0-1.0","","","","","",""
"7057.0799999986775","","survey-text","2","586542","0.0-2.0","{""Q0"":""English""}","","","","",""
"24997.374999977183","","html-button-response","3","611542","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"4691.355000017211","","audio-button-response","4","616238","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"3709.600000001956","","html-button-response","5","619949","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","619951","0.0-6.0","","","","","",""
"","","call-function","7","619951","0.0-7.0","","","","","",""
"3677.0699999760836","","audio-button-response","8","623630","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"2476.6899999813177","","html-button-response","9","626108","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"95550.76000001281","","survey-text","10","721661","0.0-10.0","{""Q0"":""5e6504cac5bb6927f9e3fa22""}","","","","",""
"","","survey-text","10","721662","0.0-10.0","","","","","2",""
"11581.230000010692","","html-button-response","11","733245","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","733749","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","733751","0.0-13.0","","stimulus/rr/rrrr_12.wav,stimulus/an/ANAN_11.wav,stimulus/mp/phrase_mix_12.wav,stimulus/rr/rrrr_10.wav,stimulus/probes/phrase_mix_38.wav,stimulus/rr/rrrr_13.wav,stimulus/rr/rrrr_11.wav,stimulus/an/ANAN_13.wav,stimulus/mp/phrase_mix_13.wav,stimulus/an/ANAN_10.wav,stimulus/probes/rrrr_17.wav,stimulus/mp/phrase_mix_11.wav,stimulus/mp/phrase_mix_10.wav,stimulus/an/ANAN_12.wav","","","",""
"","","call-function","13","733751","0.0-13.0","","","","","",""
"null","","audio-button-response","14","750920","0.0-14.0","","stimulus/rr/rrrr_12.wav","null","","",""
"13038.584999972954","","html-keyboard-response","15","763961","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","16","764227","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","780859","0.0-17.0","","stimulus/an/ANAN_11.wav","null","","",""
"10624.194999982137","","html-keyboard-response","18","791477","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","19","791749","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","808381","0.0-20.0","","stimulus/mp/phrase_mix_12.wav","null","","",""
"5771.340000035707","","html-keyboard-response","21","814154","0.0-21.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","22","814419","0.0-22.0","","<html></html>","null","","",""
"null","","audio-button-response","23","831051","0.0-23.0","","stimulus/rr/rrrr_10.wav","null","","",""
"4258.925000031013","","html-keyboard-response","24","835312","0.0-24.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","25","835569","0.0-25.0","","<html></html>","null","","",""
"null","","audio-button-response","26","852206","0.0-26.0","","stimulus/probes/phrase_mix_38.wav","null","","",""
"4001.280000025872","","html-keyboard-response","27","856208","0.0-27.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","28","856466","0.0-28.0","","<html></html>","null","","",""
"null","","audio-button-response","29","873098","0.0-29.0","","stimulus/rr/rrrr_13.wav","null","","",""
"2500.5499999970198","","html-keyboard-response","30","875600","0.0-30.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","31","875851","0.0-31.0","","<html></html>","null","","",""
"null","","audio-button-response","32","892488","0.0-32.0","","stimulus/rr/rrrr_11.wav","null","","",""
"3424.4999999646097","","html-keyboard-response","33","895914","0.0-33.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","34","896170","0.0-34.0","","<html></html>","null","","",""
"null","","audio-button-response","35","912810","0.0-35.0","","stimulus/an/ANAN_13.wav","null","","",""
"9637.069999997038","","html-keyboard-response","36","922448","0.0-36.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","37","922707","0.0-37.0","","<html></html>","null","","",""
"null","","audio-button-response","38","939339","0.0-38.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"1052.819999982603","","html-keyboard-response","39","940394","0.0-39.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","40","940656","0.0-40.0","","<html></html>","null","","",""
"null","","audio-button-response","41","957290","0.0-41.0","","stimulus/an/ANAN_10.wav","null","","",""
"1868.8449999899603","","html-keyboard-response","42","959160","0.0-42.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","43","959417","0.0-43.0","","<html></html>","null","","",""
"null","","audio-button-response","44","976052","0.0-44.0","","stimulus/probes/rrrr_17.wav","null","","",""
"1613.0100000300445","","html-keyboard-response","45","977666","0.0-45.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","46","977926","0.0-46.0","","<html></html>","null","","",""
"null","","audio-button-response","47","994559","0.0-47.0","","stimulus/mp/phrase_mix_11.wav","null","","",""
