"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"8884.240000043064","consent_form.html","external-html","0","8926","0.0-0.0","","","","","",""
"54480.50499986857","instructions.html","external-html","1","63477","0.0-1.0","","","","","",""
"4674.885000102222","","survey-text","2","68155","0.0-2.0","{""Q0"":""English""}","","","","",""
"17353.205000050366","","html-button-response","3","85509","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2671.6350000351667","","audio-button-response","4","88182","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1147.1699997782707","","html-button-response","5","89330","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","89331","0.0-6.0","","","","","",""
"","","call-function","7","89331","0.0-7.0","","","","","",""
"2356.0549998655915","","audio-button-response","8","91688","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"880.1500000990927","","html-button-response","9","92569","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"3077.89000030607","","survey-text","10","95648","0.0-10.0","{""Q0"":""5e152c33814bbab3e0eb7371""}","","","","",""
"","","survey-text","10","95649","0.0-10.0","","","","","1",""
"2973.4649998135865","","html-button-response","11","98623","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","99125","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","99125","0.0-13.0","","stimulus/mp/phrase_mix_12.wav,stimulus/rr/rrrr_10.wav,stimulus/mp/phrase_mix_13.wav,stimulus/an/ANAN_12.wav,stimulus/probes/ANAN_89.wav,stimulus/rr/rrrr_13.wav,stimulus/rr/rrrr_12.wav,stimulus/rr/rrrr_11.wav,stimulus/mp/phrase_mix_10.wav,stimulus/an/ANAN_13.wav,stimulus/probes/rrrr_17.wav,stimulus/an/ANAN_10.wav,stimulus/mp/phrase_mix_11.wav,stimulus/an/ANAN_11.wav","","","",""
"","","call-function","13","99125","0.0-13.0","","","","","",""
"null","","audio-button-response","14","115762","0.0-14.0","","stimulus/mp/phrase_mix_12.wav","null","","",""
"1625.725000165403","","html-keyboard-response","15","117389","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","16","117640","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","134274","0.0-17.0","","stimulus/rr/rrrr_10.wav","null","","",""
"870.7350003533065","","html-keyboard-response","18","135146","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","19","135397","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","152036","0.0-20.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"1282.5450003147125","","html-keyboard-response","21","153319","0.0-21.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","22","153570","0.0-22.0","","<html></html>","null","","",""
"null","","audio-button-response","23","170209","0.0-23.0","","stimulus/an/ANAN_12.wav","null","","",""
"856.7749997600913","","html-keyboard-response","24","171067","0.0-24.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","25","171318","0.0-25.0","","<html></html>","null","","",""
"null","","audio-button-response","26","187951","0.0-26.0","","stimulus/probes/ANAN_89.wav","null","","",""
