"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"8330.53999999538","consent_form.html","external-html","0","8357","0.0-0.0","","","","","",""
"13870.949999982258","instructions.html","external-html","1","22267","0.0-1.0","","","","","",""
"4274.8349999892525","","survey-text","2","26550","0.0-2.0","{""Q0"":""English""}","","","","",""
"6417.430000001332","","html-button-response","3","32971","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"4477.834999997867","","audio-button-response","4","37454","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1274.0000000048894","","html-button-response","5","38729","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","38730","0.0-6.0","","","","","",""
"","","call-function","7","38731","0.0-7.0","","","","","",""
"1975.6200000119861","","audio-button-response","8","40708","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"672.7750000136439","","html-button-response","9","41382","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"2625.510000012582","","survey-text","10","44010","0.0-10.0","{""Q0"":""5d94c1caa30ddc001bd0072a""}","","","","",""
"","","survey-text","10","44011","0.0-10.0","","","","","1",""
"1586.7750000033993","","html-button-response","11","45599","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","46105","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","46106","0.0-13.0","","stimulus/mp/phrase_mix_13.wav,stimulus/rr/rrrr_12.wav,stimulus/an/ANAN_13.wav,stimulus/mp/phrase_mix_10.wav,stimulus/probes/ANAN_89.wav,stimulus/rr/rrrr_13.wav,stimulus/an/ANAN_10.wav,stimulus/an/ANAN_12.wav,stimulus/rr/rrrr_10.wav,stimulus/mp/phrase_mix_11.wav,stimulus/probes/rrrr_17.wav,stimulus/rr/rrrr_11.wav,stimulus/mp/phrase_mix_12.wav,stimulus/an/ANAN_11.wav","","","",""
"","","call-function","13","46106","0.0-13.0","","","","","",""
"null","","audio-button-response","14","62746","0.0-14.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"1814.3649999983609","","html-keyboard-response","15","64561","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","16","64815","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","81456","0.0-17.0","","stimulus/rr/rrrr_12.wav","null","","",""
"1166.2000000069384","","html-keyboard-response","18","82623","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","19","82876","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","99515","0.0-20.0","","stimulus/an/ANAN_13.wav","null","","",""
"1135.1300000096671","","html-keyboard-response","21","100651","0.0-21.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","22","100903","0.0-22.0","","<html></html>","null","","",""
"null","","audio-button-response","23","117542","0.0-23.0","","stimulus/mp/phrase_mix_10.wav","null","","",""
"1531.4650000073016","","html-keyboard-response","24","119074","0.0-24.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","25","119329","0.0-25.0","","<html></html>","null","","",""
"null","","audio-button-response","26","135969","0.0-26.0","","stimulus/probes/ANAN_89.wav","null","","",""
"399.3499999924097","","html-keyboard-response","27","136369","0.0-27.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","28","136620","0.0-28.0","","<html></html>","null","","",""
"null","","audio-button-response","29","153261","0.0-29.0","","stimulus/rr/rrrr_13.wav","null","","",""
"464.5650000020396","","html-keyboard-response","30","153726","0.0-30.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","31","153981","0.0-31.0","","<html></html>","null","","",""
"null","","audio-button-response","32","170621","0.0-32.0","","stimulus/an/ANAN_10.wav","null","","",""
"369.96999999973923","","html-keyboard-response","33","170992","0.0-33.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","34","171245","0.0-34.0","","<html></html>","null","","",""
"null","","audio-button-response","35","187886","0.0-35.0","","stimulus/an/ANAN_12.wav","null","","",""
"471.6249999764841","","html-keyboard-response","36","188358","0.0-36.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","37","188611","0.0-37.0","","<html></html>","null","","",""
"null","","audio-button-response","38","205251","0.0-38.0","","stimulus/rr/rrrr_10.wav","null","","",""
"1737.3100000259","","html-keyboard-response","39","206989","0.0-39.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","40","207241","0.0-40.0","","<html></html>","null","","",""
