"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"15123.749999998836","consent_form.html","external-html","0","15209","0.0-0.0","","","","","",""
"64772.01499999501","instructions.html","external-html","1","80072","0.0-1.0","","","","","",""
"5122.429999988526","","survey-text","2","85210","0.0-2.0","{""Q0"":""english""}","","","","",""
"6202.85000000149","","html-button-response","3","91417","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2704.280000005383","","audio-button-response","4","94128","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1779.7050000081072","","html-button-response","5","95911","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","95914","0.0-6.0","","","","","",""
"","","call-function","7","95915","0.0-7.0","","","","","",""
"2026.6549999942072","","audio-button-response","8","97945","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"1434.4449999916833","","html-button-response","9","99384","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"4063.0399999936344","","survey-text","10","103456","0.0-10.0","{""Q0"":""5a473bda7aebf70001153fb5""}","","","","",""
"","","survey-text","10","103457","0.0-10.0","","","","","3",""
"3668.43499999959","","html-button-response","11","107129","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","107635","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","107636","0.0-13.0","","stimulus/mp/phrase_mix_13.wav,stimulus/rr/rrrr_12.wav,stimulus/mp/phrase_mix_11.wav,stimulus/an/ANAN_11.wav,stimulus/probes/rrrr_17.wav,stimulus/mp/phrase_mix_10.wav,stimulus/rr/rrrr_13.wav,stimulus/an/ANAN_12.wav,stimulus/an/ANAN_10.wav,stimulus/rr/rrrr_11.wav,stimulus/probes/phrase_mix_38.wav,stimulus/mp/phrase_mix_12.wav,stimulus/rr/rrrr_10.wav,stimulus/an/ANAN_13.wav","","","",""
"","","call-function","13","107636","0.0-13.0","","","","","",""
"null","","audio-button-response","14","124278","0.0-14.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
