"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"13522.969999990892","consent_form.html","external-html","0","13553","0.0-0.0","","","","","",""
"27607.27500001667","instructions.html","external-html","1","41223","0.0-1.0","","","","","",""
"5233.449999999721","","survey-text","2","46460","0.0-2.0","{""Q0"":""English""}","","","","",""
"4214.1300000366755","","html-button-response","3","50676","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2176.549999974668","","audio-button-response","4","52854","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1632.2349999682046","","html-button-response","5","54487","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","54488","0.0-6.0","","","","","",""
"","","call-function","7","54488","0.0-7.0","","","","","",""
"1569.3049999536015","","audio-button-response","8","56058","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"1192.1500000171363","","html-button-response","9","57251","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"9989.874999970198","","survey-text","10","67243","0.0-10.0","{""Q0"":""5dc3798489691e28bbca8afe""}","","","","",""
"","","survey-text","10","67243","0.0-10.0","","","","","4",""
"5316.2950000260025","","html-button-response","11","72560","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","73063","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","73064","0.0-13.0","","stimulus/rr/rrrr_13.wav,stimulus/rr/rrrr_12.wav,stimulus/an/ANAN_13.wav,stimulus/an/ANAN_11.wav,stimulus/probes/rrrr_17.wav,stimulus/mp/phrase_mix_13.wav,stimulus/mp/phrase_mix_12.wav,stimulus/rr/rrrr_10.wav,stimulus/mp/phrase_mix_11.wav,stimulus/rr/rrrr_11.wav,stimulus/probes/phrase_mix_38.wav,stimulus/an/ANAN_10.wav,stimulus/an/ANAN_12.wav,stimulus/mp/phrase_mix_10.wav","","","",""
"","","call-function","13","73064","0.0-13.0","","","","","",""
"null","","audio-button-response","14","89700","0.0-14.0","","stimulus/rr/rrrr_13.wav","null","","",""
"3522.5849999696948","","html-keyboard-response","15","93225","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","16","93476","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","110110","0.0-17.0","","stimulus/rr/rrrr_12.wav","null","","",""
"753.484999993816","","html-keyboard-response","18","110865","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","19","111117","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","127751","0.0-20.0","","stimulus/an/ANAN_13.wav","null","","",""
