"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"5323.895000008633","consent_form.html","external-html","0","5350","0.0-0.0","","","","","",""
"22165.119999990566","instructions.html","external-html","1","27561","0.0-1.0","","","","","",""
"4855.349999997998","","survey-text","2","32420","0.0-2.0","{""Q0"":""English""}","","","","",""
"3414.3399999884423","","html-button-response","3","35836","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2210.655000002589","","audio-button-response","4","38049","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1207.6800000213552","","html-button-response","5","39258","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","39259","0.0-6.0","","","","","",""
"","","call-function","7","39259","0.0-7.0","","","","","",""
"1693.8249999948312","","audio-button-response","8","40953","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"696.2750000238884","","html-button-response","9","41651","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"14463.329999998678","","survey-text","10","56116","0.0-10.0","{""Q0"":""5d1f6e8a79b6870016f803da""}","","","","",""
"","","survey-text","10","56116","0.0-10.0","","","","","1",""
"1279.739999998128","","html-button-response","11","57397","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","57900","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","57900","0.0-13.0","","stimulus/mp/phrase_mix_12.wav,stimulus/an/ANAN_13.wav,stimulus/mp/phrase_mix_13.wav,stimulus/mp/phrase_mix_11.wav,stimulus/probes/ANAN_89.wav,stimulus/mp/phrase_mix_10.wav,stimulus/rr/rrrr_12.wav,stimulus/an/ANAN_12.wav,stimulus/rr/rrrr_13.wav,stimulus/an/ANAN_10.wav,stimulus/probes/rrrr_17.wav,stimulus/rr/rrrr_10.wav,stimulus/rr/rrrr_11.wav,stimulus/an/ANAN_11.wav","","","",""
"","","call-function","13","57900","0.0-13.0","","","","","",""
"null","","audio-button-response","14","74532","0.0-14.0","","stimulus/mp/phrase_mix_12.wav","null","","",""
"3041.350000014063","","html-keyboard-response","15","77574","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","16","77826","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","94463","0.0-17.0","","stimulus/an/ANAN_13.wav","null","","",""
"1924.924999999348","","html-keyboard-response","18","96388","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","19","96640","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","113271","0.0-20.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"886.289999994915","","html-keyboard-response","21","114158","0.0-21.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","22","114411","0.0-22.0","","<html></html>","null","","",""
"null","","audio-button-response","23","131051","0.0-23.0","","stimulus/mp/phrase_mix_11.wav","null","","",""
"1504.190000006929","","html-keyboard-response","24","132556","0.0-24.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","25","132807","0.0-25.0","","<html></html>","null","","",""
"null","","audio-button-response","26","149441","0.0-26.0","","stimulus/probes/ANAN_89.wav","null","","",""
"815.2100000006612","","html-keyboard-response","27","150257","0.0-27.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","28","150508","0.0-28.0","","<html></html>","null","","",""
"null","","audio-button-response","29","167141","0.0-29.0","","stimulus/mp/phrase_mix_10.wav","null","","",""
"863.4799999999814","","html-keyboard-response","30","168005","0.0-30.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","31","168257","0.0-31.0","","<html></html>","null","","",""
"null","","audio-button-response","32","184891","0.0-32.0","","stimulus/rr/rrrr_12.wav","null","","",""
"1092.4099999829195","","html-keyboard-response","33","185984","0.0-33.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","34","186236","0.0-34.0","","<html></html>","null","","",""
"null","","audio-button-response","35","202871","0.0-35.0","","stimulus/an/ANAN_12.wav","null","","",""
"948.0200000107288","","html-keyboard-response","36","203819","0.0-36.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","37","204071","0.0-37.0","","<html></html>","null","","",""
"null","","audio-button-response","38","220712","0.0-38.0","","stimulus/rr/rrrr_13.wav","null","","",""
"1314.604999992298","","html-keyboard-response","39","222027","0.0-39.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","40","222278","0.0-40.0","","<html></html>","null","","",""
"null","","audio-button-response","41","238911","0.0-41.0","","stimulus/an/ANAN_10.wav","null","","",""
"1131.0150000208523","","html-keyboard-response","42","240043","0.0-42.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","43","240294","0.0-43.0","","<html></html>","null","","",""
"null","","audio-button-response","44","256933","0.0-44.0","","stimulus/probes/rrrr_17.wav","null","","",""
"1690.1599999982864","","html-keyboard-response","45","258624","0.0-45.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
