"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","responses","stimulus","button_pressed","value","participant","key_press"
"9226.575000036974","consent_form.html","external-html","0","9318","0.0-0.0","","","","","",""
"14578.389999980573","instructions.html","external-html","1","23962","0.0-1.0","","","","","",""
"3661.149999999907","","survey-text","2","27634","0.0-2.0","{""Q0"":""English""}","","","","",""
"4212.834999954794","","html-button-response","3","31849","0.0-3.0","","<p>We need to check your headphones or speakers are working well enough for the experiment to run.</p><p>When you click continue you will hear a voice name a <b>colour</b> and you will be asked to identify the colour.</p>","0","","",""
"2329.02499998454","","audio-button-response","4","34183","0.0-4.0","","stimulus/colour1.ogg","6","","",""
"1367.3649999545887","","html-button-response","5","35552","0.0-5.0","","<p>Great, that worked; just one more check! </p>","0","","",""
"","","call-function","6","35554","0.0-6.0","","","","","",""
"","","call-function","7","35554","0.0-7.0","","","","","",""
"2371.594999975059","","audio-button-response","8","37927","0.0-8.0","","stimulus/colour3.ogg","7","","",""
"1183.5199999623","","html-button-response","9","39112","0.0-9.0","","<p>Great, that worked! </p>","0","","",""
"8359.835000010207","","survey-text","10","47475","0.0-10.0","{""Q0"":""5c43992adc3ef30001b0a880""}","","","","",""
"","","survey-text","10","47476","0.0-10.0","","","","","11",""
"2779.7949999803677","","html-button-response","11","50258","0.0-11.0","","<p>Press continue to start the experiment! The word streams will start after you press <b>continue</b></p>","0","","",""
"null","","html-button-response","12","50763","0.0-12.0","","<html></html>","null","","",""
"","","call-function","13","50764","0.0-13.0","","stimulus/rr/rrrr_12.wav,stimulus/mp/phrase_mix_13.wav,stimulus/an/ANAN_11.wav,stimulus/rr/rrrr_10.wav,stimulus/probes/rrrr_17.wav,stimulus/an/ANAN_12.wav,stimulus/an/ANAN_10.wav,stimulus/mp/phrase_mix_12.wav,stimulus/mp/phrase_mix_11.wav,stimulus/rr/rrrr_11.wav,stimulus/probes/ANAN_89.wav,stimulus/mp/phrase_mix_10.wav,stimulus/an/ANAN_13.wav,stimulus/rr/rrrr_13.wav","","","",""
"","","call-function","13","50764","0.0-13.0","","","","","",""
"null","","audio-button-response","14","67404","0.0-14.0","","stimulus/rr/rrrr_12.wav","null","","",""
"2746.205000032205","","html-keyboard-response","15","70154","0.0-15.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","16","70409","0.0-16.0","","<html></html>","null","","",""
"null","","audio-button-response","17","87057","0.0-17.0","","stimulus/mp/phrase_mix_13.wav","null","","",""
"865.0599999818951","","html-keyboard-response","18","87923","0.0-18.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","19","88177","0.0-19.0","","<html></html>","null","","",""
"null","","audio-button-response","20","104823","0.0-20.0","","stimulus/an/ANAN_11.wav","null","","",""
"1568.9300000085495","","html-keyboard-response","21","106393","0.0-21.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","22","106648","0.0-22.0","","<html></html>","null","","",""
"null","","audio-button-response","23","123289","0.0-23.0","","stimulus/rr/rrrr_10.wav","null","","",""
"785.5499999714084","","html-keyboard-response","24","124076","0.0-24.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","25","124331","0.0-25.0","","<html></html>","null","","",""
"null","","audio-button-response","26","140972","0.0-26.0","","stimulus/probes/rrrr_17.wav","null","","",""
"2019.800000009127","","html-keyboard-response","27","142993","0.0-27.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","28","143247","0.0-28.0","","<html></html>","null","","",""
"null","","audio-button-response","29","159891","0.0-29.0","","stimulus/an/ANAN_12.wav","null","","",""
"1355.8199999970384","","html-keyboard-response","30","161248","0.0-30.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","31","161502","0.0-31.0","","<html></html>","null","","",""
"null","","audio-button-response","32","178143","0.0-32.0","","stimulus/an/ANAN_10.wav","null","","",""
"1573.0200000107288","","html-keyboard-response","33","179717","0.0-33.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","34","179971","0.0-34.0","","<html></html>","null","","",""
"null","","audio-button-response","35","196615","0.0-35.0","","stimulus/mp/phrase_mix_12.wav","null","","",""
"2051.83999997098","","html-keyboard-response","36","198668","0.0-36.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","37","198922","0.0-37.0","","<html></html>","null","","",""
"null","","audio-button-response","38","215564","0.0-38.0","","stimulus/mp/phrase_mix_11.wav","null","","",""
"1131.249999976717","","html-keyboard-response","39","216696","0.0-39.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","40","216950","0.0-40.0","","<html></html>","null","","",""
"null","","audio-button-response","41","233594","0.0-41.0","","stimulus/rr/rrrr_11.wav","null","","",""
"1750.44999999227","","html-keyboard-response","42","235345","0.0-42.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","43","235599","0.0-43.0","","<html></html>","null","","",""
"null","","audio-button-response","44","252240","0.0-44.0","","stimulus/probes/ANAN_89.wav","null","","",""
"1834.2699999921024","","html-keyboard-response","45","254075","0.0-45.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","46","254330","0.0-46.0","","<html></html>","null","","",""
"null","","audio-button-response","47","270973","0.0-47.0","","stimulus/mp/phrase_mix_10.wav","null","","",""
"584.5499999704771","","html-keyboard-response","48","271558","0.0-48.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"null","","html-button-response","49","271815","0.0-49.0","","<html></html>","null","","",""
"null","","audio-button-response","50","288460","0.0-50.0","","stimulus/an/ANAN_13.wav","null","","",""
"379.26499999593943","","html-keyboard-response","51","288840","0.0-51.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","89"
"null","","html-button-response","52","289093","0.0-52.0","","<html></html>","null","","",""
"null","","audio-button-response","53","305734","0.0-53.0","","stimulus/rr/rrrr_13.wav","null","","",""
"1493.8550000078976","","html-keyboard-response","54","307229","0.0-54.0","","<p>Did you hear any <b>four-word</b> phrases?","","","","78"
"2299.345000006724","","html-button-response","55","309529","0.0-55.0","","<p>We will now ask you some additional questions.</p>","0","","",""
"2606.450000021141","","html-keyboard-response","56","312137","0.0-56.0","","<p>In the <b>last stream of words</b> you hear any <b>two-word</b> phrases?","","","","89"
"9512.604999996256","","survey-text","57","321653","0.0-57.0","{""Q0"":""large girl""}","","","","",""
"7716.239999979734","","survey-text","58","329372","0.0-58.0","{""Q0"":""large fish""}","","","","",""
"12876.129999989644","","survey-text","59","342252","0.0-59.0","{""Q0"":""n/A""}","","","","",""
